  , x   , y_est              , y_real             , error
 0, 0.0 ,  1.0               ,  1.0               , 0.0
 1, 0.05,  1.0025000019506867,  1.0025000025992967, 6.486100545544105e-10
 2, 0.1 ,  1.0100001475258542,  1.0100001654298556, 1.790400139256576e-08
 3, 0.15,  1.0225017717167375,  1.0225018671517874, 9.543504986275764e-08
 4, 0.2 ,  1.0400100607914664,  1.040010359748775 , 2.9895730868645387e-07
 5, 0.25,  1.0625381948937451,  1.0625389017987616, 7.069050165231516e-07
 6, 0.3 ,  1.0901126161891037,  1.0901140157847804, 1.3995956766876816e-06
 7, 0.35,  1.1227790264821058,  1.1227814747973097, 2.448315203906759e-06
 8, 0.4 ,  1.1606087526013606,  1.1606126580317917, 3.905430431050405e-06
 9, 0.45,  1.2037052033478535,  1.2037109994694861, 5.7961216326507525e-06
10, 0.5 ,  1.2522102530868746,  1.2522183648930736, 8.111806198973781e-06
11, 0.55,  1.3063105073709673,  1.3063213053618719, 1.0797990904531929e-05
12, 0.6 ,  1.366243471150812 ,  1.3662572338767982, 1.3762725986188329e-05
13, 0.65,  1.4323037875981326,  1.4323206481814479, 1.6860583315292388e-05
14, 0.7 ,  1.504849686439505 ,  1.5048695757143735, 1.988927486862302e-05
15, 0.75,  1.584309868949732 ,  1.5843324505673035, 2.2581617571626467e-05
16, 0.8 ,  1.6711910578367537,  1.6712156529334876, 2.45950967339148e-05
17, 0.85,  1.7660864568351387,  1.766111955187277 , 2.5498352138386693e-05
18, 0.9 ,  1.869685376950713 ,  1.8697101308365807, 2.475388586775651e-05
19, 0.95,  1.9827843011541297,  1.9828059973702852, 2.169621615544237e-05
20, 1.0 ,  2.106299680036955 ,  2.106315184609865 , 1.550457290999674e-05
21, 1.05,  2.241282801651763 ,  2.2412879488603714, 5.147208608224929e-06
22, 1.1 ,  2.38893699842902  ,  2.3889263917287296, 1.0606700290516358e-05
23, 1.15,  2.550637777672245 ,  2.550604492527373 , 3.3285144871886274e-05
24, 1.2 ,  2.727956189229034 ,  2.7278914263571985, 6.476287183554419e-05
25, 1.25,  2.9226860570623514,  2.922578718175989 , 0.00010733888636238476
26, 1.3 ,  3.1368757101255587,  3.1367118787453867, 0.00016383138017195265
27, 1.35,  3.372864978262908 ,  3.372627284224724 , 0.00023769403818407753
28, 1.4 ,  3.633328359606503 ,  3.632995200975811 , 0.0003331586306920542
29, 1.45,  3.9213254353503424,  3.92087002536667  , 0.000455409983672439
30, 1.5 ,  4.240359811476831 ,  4.23974901058035  , 0.0006108008964815781
31, 1.55,  4.594448111912213 ,  4.593640995494432 , 0.000807116417780307
32, 1.6 ,  4.988200842191715 ,  4.987146943001195 , 0.0010538991905191253
33, 1.65,  5.426917297443724 ,  5.425554446990669 , 0.0013628504530549534
34, 1.7 ,  5.91669716772384  ,  5.914948791249223 , 0.0017483764746168973
35, 1.75,  6.464571721848753 ,  6.4623436552265385, 0.0022280666222140866
36, 1.8 ,  7.078658748855329 ,  7.075835180012538 , 0.002823568842790891
37, 1.85,  7.768345347575485 ,  7.764783856319816 , 0.003561491255668514
38, 1.9 ,  8.544504168055157 ,  8.540029603557885 , 0.004474564497272127
39, 1.95,  9.419749595654508 ,  9.414146510674003 , 0.005603084980505102
40, 2.0 , 10.408741758308834 , 10.40174504909097  , 0.0069967092178639945
