 , h   , runge_kutta_norm      , symmetric_euler_norm
0, 0.01, 1.2879956567957151e-06, 0.00027920907348644164
1, 0.05, 0.0001521175195247082 , 0.0069967092178639945
2, 0.1 , 0.0011344407334075157 , 0.028088129482924273
