,x,y_est,y_real,error
34,0.34,1.1158375958610072,1.1158375899852933,5.875713915415304e-09
35,0.35,1.1227814811501853,1.1227814747973097,6.352875558945925e-09
36,0.36,1.1299318128166485,1.1299318059647816,6.851866851675936e-09
37,0.37,1.137289303409267,1.1372892960364094,7.372857657728105e-09
38,0.38,1.1448547188478104,1.144854710931804,7.916006516950347e-09
39,0.39,1.1526288804751759,1.1526288719937139,8.481461977183358e-09
40,0.4,1.1606126671011567,1.1606126580317917,9.069365036751265e-09
41,0.41,1.1688070170371436,1.1688070073572931,9.679850476729257e-09
42,0.42,1.1772129301214345,1.1772129198083878,1.0313046638898982e-08
43,0.43,1.1858314697350987,1.1858314587660206,1.0969078090283801e-08
44,0.44,1.1946637648085983,1.194663753160532,1.164806628928261e-08
45,0.45,1.2037110118196168,1.2037109994694861,1.2350130695892858e-08
46,0.46,1.2129744767827815,1.212974463707393,1.3075388549665945e-08
47,0.47,1.2224554972321826,1.2224554834082244,1.3823958200376296e-08
48,0.48,1.2321554841978064,1.2321554696018493,1.4595957109619917e-08
49,0.49,1.2420759241771901,1.2420759087856865,1.5391503627171232e-08
50,0.5,1.252218381103792,1.2522183648930736,1.6210718323250717e-08
51,0.51,1.262584498313733,1.2625844812600104,1.7053722656257264e-08
52,0.52,1.2731760005127335,1.2731759825920934,1.7920640082991213e-08
53,0.53,1.2839946957451986,1.283994676933601,1.881159761296658e-08
54,0.54,1.295042477367551,1.2950424576408273,1.9726723810009616e-08
55,0.55,1.3063213260280206,1.3063213053618719,2.066614879225881e-08
56,0.56,1.3178333116552174,1.3178332900252108,2.1630006674655533e-08
57,0.57,1.3295805954579096,1.329580572839477,2.2618432682364187e-08
58,0.58,1.34156543193852,1.3415654083069557,2.363156426099522e-08
59,0.59,1.3537901709229356,1.3537901462533952,2.4669540410471313e-08
60,0.6,1.3662572596092994,1.3662572338767982,2.5732501240938177e-08
61,0.61,1.3789692446385158,1.3789692178179285,2.6820587306630728e-08
62,0.62,1.3919287741892639,1.3919287462553243,2.7933939605873093e-08
63,0.63,1.4051386001003632,1.4051385710276645,2.907269869290019e-08
64,0.64,1.4186015800233838,1.4186015497863804,3.0237003345590097e-08
