   , N   , Choleskio laik.      , Lygčių spr. laik.   , Didžiausio nuolydžio iteracijų skaič., Python 1-os funkcijos laik., Python 2-os funkcijos laik., Python 3-os funkcijos laik., Python 4-os funkcijos laik.
176,  884, 415.58003425598145   , 3.383159637451172   ,                               1133852,        4.245996475219727   ,        4.027843475341797   ,        2.122163772583008   ,       503.16786766052246
177,  889, 419.48604583740234   , 3.4322738647460938  ,                               1146714,        4.584074020385742   ,        3.996133804321289   ,        2.0837783813476562  ,       511.3389492034912
178,  894, 425.4741668701172    , 3.390073776245117   ,                               1159630,        4.425048828125      ,        3.856182098388672   ,        2.096891403198242   ,       519.6349620819092
179,  899, 430.33814430236816   , 3.525972366333008   ,                               1172638,        5.031108856201172   ,        4.973888397216797   ,        2.214193344116211   ,       530.7037830352783
180,  904, 431.09607696533203   , 3.4956932067871094  ,                               1185698,        3.7810802459716797  ,        3.287076950073242   ,        2.465963363647461   ,       539.0620231628418
181,  909, 439.500093460083     , 3.4990310668945312  ,                               1198852,        4.797935485839844   ,        4.124879837036133   ,        2.2132396697998047  ,       546.7658042907715
182,  914, 441.17212295532227   , 3.5359859466552734  ,                               1212056,        4.8828125           ,        4.738092422485352   ,        2.2401809692382812  ,       556.1447143554688
183,  919, 450.0420093536377    , 3.534078598022461   ,                               1225354,        5.328178405761719   ,        4.79888916015625    ,        2.2878646850585938  ,       565.7799243927002
184,  924, 450.6721496582031    , 3.587961196899414   ,                               1238704,        4.535198211669922   ,        4.179954528808594   ,        2.5300979614257812  ,       574.5799541473389
185,  929, 458.8780403137207    , 3.538846969604492   ,                               1252146,        5.522251129150391   ,        5.092859268188477   ,        2.604961395263672   ,       582.974910736084
186,  934, 465.1460647583008    , 3.6029815673828125  ,                               1265642,        4.744052886962891   ,        4.287004470825195   ,        2.382040023803711   ,       593.7731266021729
187,  939, 470.2126979827881    , 3.676176071166992   ,                               1279228,        7.353782653808594   ,        5.358219146728516   ,        2.599954605102539   ,       602.7750968933105
188,  944, 474.2000102996826    , 3.7789344787597656  ,                               1292868,        3.9391517639160156  ,        4.354000091552734   ,        2.477884292602539   ,       614.5861148834229
189,  949, 475.51894187927246   , 3.6499500274658203  ,                               1306600,        6.012916564941406   ,        6.036043167114258   ,        2.5000572204589844  ,       621.2468147277832
190,  954, 487.1220588684082    , 3.7338733673095703  ,                               1320386,        5.230188369750977   ,        5.496025085449219   ,        2.421140670776367   ,       630.4240226745605
191,  959, 479.8738956451416    , 3.6916732788085938  ,                               1334262,        5.234241485595703   ,        4.891157150268555   ,        2.4929046630859375  ,       639.6450996398926
192,  964, 486.4170551300049    , 3.7267208099365234  ,                               1348192,        5.203962326049805   ,        5.010843276977539   ,        2.580881118774414   ,       649.6231555938721
193,  969, 494.37689781188965   , 3.7178993225097656  ,                               1362214,        5.684137344360352   ,        4.84013557434082    ,        2.5069713592529297  ,       658.6818695068359
194,  974, 498.06714057922363   , 3.772735595703125   ,                               1376288,        5.753040313720703   ,        4.9648284912109375  ,        2.6361942291259766  ,       679.3270111083984
195,  979, 503.68404388427734   , 3.8089752197265625  ,                               1390456,        5.836009979248047   ,        5.789995193481445   ,        3.0410289764404297  ,       679.7456741333008
196,  984, 508.1009864807129    , 3.8521289825439453  ,                               1404674,        4.427909851074219   ,        3.886699676513672   ,        2.8133392333984375  ,       692.6989555358887
197,  989, 515.1197910308838    , 3.823995590209961   ,                               1418986,        6.019115447998047   ,        5.015134811401367   ,        2.649068832397461   ,       699.9170780181885
198,  994, 522.5369930267334    , 3.8709640502929688  ,                               1433350,        5.851984024047852   ,        5.707979202270508   ,        2.8138160705566406  ,       713.716983795166
199, 1000, 530.620813369751     , 3.969907760620117   ,                               1450696,        4.543066024780273   ,        3.9911270141601562  ,        2.972841262817383   ,       726.8881797790527
